<TICKER>        <NAME>
LSTR.US         LANDSTAR SYSTEM
LSXMA.US        LIBERTY MEDIA CORP-LIBERTY SIRIUSXM
LSXMB.US        LIBERTY MEDIA CORP-LIBERTY SIRIUSXM
LSXMK.US        LIBERTY MEDIA CORP-LIBERTY SIRIUSXM
LTBR.US         LIGHTBRIDGE
LTCH.US         LATCH
LTCHW.US        LATCH
LTRN.US         LANTERN PHARMA
LTRPA.US        LIBERTY TRIPADVISOR HOLDINGS
LTRPB.US        LIBERTY TRIPADVISOR HOLDINGS
LTRX.US         LANTRONIX
LTRY.US         LOTTERY.COM
LTRYW.US        LOTTERY.COM
LUCD.US         LUCID DIAGNOSTICS
LUCY.US         INNOVATIVE EYEWEAR
LUCYW.US        INNOVATIVE EYEWEAR
LULU.US         LULULEMON ATHLETICA
LUMO.US         LUMOS PHARMA
LUNA.US         LUNA INNOVATIONS
LUNG.US         PULMONX
LUNR.US         INTUITIVE MACHINES
LUNRW.US        INTUITIVE MACHINES
LUXH.US         LUXURBAN HOTELS
LVAC.US         LAVA MEDTECH ACQUISITION
LVLU.US         LULU'S FASHION LOUNGE HOLDINGS
LVO.US          LIVEONE
LVOX.US         LIVEVOX HOLDINGS
LVOXU.US        LIVEVOX HOLDINGS
LVOXW.US        LIVEVOX HOLDINGS
LVRO.US         LAVORO
LVROW.US        LAVORO
LVTX.US         LAVA THERAPEUTICS
LWAY.US         LIFEWAY FOODS
LWLG.US         LIGHTWAVE LOGIC
LX.US           LEXINFINTECH HOLDINGS
LXEH.US         LIXIANG EDUCATION HOLDING
LXRX.US         LEXICON PHARMACEUTICALS
LYEL.US         LYELL IMMUNOPHARMA
LYFT.US         LYFT
LYRA.US         LYRA THERAPEUTICS
LYT.US          LYTUS TECHNOLOGIES HOLDINGS PTV
LYTS.US         LSI INDUSTRIES
LZ.US           LEGALZOOM.COM
LZRD.US         PARABLA INNOVATION ETF
MACA.US         MORINGA ACQUISITION
MACAU.US        MORINGA ACQUISITION
MACAW.US        MORINGA ACQUISITION
MACK.US         MERRIMACK PHARMACEUTICALS
MAMA.US         MAMA'S CREATIONS
MANH.US         MANHATTAN ASSOCIATES
MAPS.US         WM TECHNOLOGY
MAPSW.US        WM TECHNOLOGY
MAQC.US         MAQUIA CAPITAL ACQUISITION
MAQCU.US        MAQUIA CAPITAL ACQUISITION
MAQCW.US        MAQUIA CAPITAL ACQUISITION
MAR.US          MARRIOTT INT INC/MD
MARA.US         MARATHON DIGITAL HOLDINGS
MARK.US         REMARK HOLDINGS
MARPS.US        MARINE PETROLEUM TRUST
MARX.US         MARS ACQUISITION
MARXR.US        MARS ACQUISITION
MARXU.US        MARS ACQUISITION
MASI.US         MASIMO
MASS.US         908 DEVICES
MAT.US          MATTEL
MATH.US         METALPHA TECHNOLOGY HOLDING
MATW.US         MATTHEWS INT
MAXI.US         SIMPLIFY BITCOIN STRATEGY PLUS INCOME ETF
MAXN.US         MAXEON SOLAR TECHNOLOGIES
MAYS.US         JW MAYS
MBCN.US         MIDDLEFIELD BANC
MBIN.US         MERCHANTS BANCORP/IN
MBINM.US        Merchants Bancorp
MBINN.US        Merchants Bancorp
MBINO.US        Merchants Bancorp
MBINP.US        Merchants Bancorp
MBIO.US         MUSTANG BIO
MBLY.US         MOBILEYE GLOBAL
MBNKP.US        Medallion Bank Fixed-to-Floati
MBOT.US         MICROBOT MEDICAL
MBRX.US         MOLECULIN BIOTECH
MBTC.US         NOCTURNE ACQUISITION
MBTCR.US        NOCTURNE ACQUISITION
MBTCU.US        NOCTURNE ACQUISITION
MBUU.US         MALIBU BOATS
MBWM.US         MERCANTILE BANK
MCAA.US         MOUNTAIN & I ACQUISITION
MCAAU.US        MOUNTAIN & I ACQUISITION
MCAAW.US        MOUNTAIN & I ACQUISITION
MCAC.US         MONTEREY CAPITAL ACQUISITION
MCACR.US        MONTEREY CAPITAL ACQUISITION
MCACW.US        MONTEREY CAPITAL ACQUISITION
MCAF.US         MOUNTAIN CREST ACQUISITION IV
MCAFR.US        MOUNTAIN CREST ACQUISITION IV
MCAFU.US        MOUNTAIN CREST ACQUISITION IV
MCAG.US         MOUNTAIN CREST ACQUISITION V
MCAGR.US        MOUNTAIN CREST ACQUISITION V
MCAGU.US        MOUNTAIN CREST ACQUISITION V
MCBC.US         MACATAWA BANK
MCBS.US         METROCITY BANKSHARES
MCFT.US         MASTERCRAFT BOAT HOLDINGS
MCHP.US         MICROCHIP TECHNOLOGY
MCHX.US         MARCHEX
MCLD.US         MCLOUD TECHNOLOGIES
MCLDW.US        MCLOUD TECHNOLOGIES
MCOM.US         MICROMOBILITY.COM
MCOMW.US        MICROMOBILITY.COM
MCRB.US         SERES THERAPEUTICS
MCRI.US         MONARCH CASINO & RESORT
MCSE.US         MARTIN CURRIE SUSTAINABLE INT EQUITY ETF
MCVT.US         MILL CITY VENTURES III
MDB.US          MONGODB
MDCP.US         VICTORYSHARES THB MID CAP ESG ETF
MDGL.US         MADRIGAL PHARMACEUTICALS
MDGS.US         MEDIGUS
MDGSW.US        MEDIGUS
MDIA.US         MEDIACO HOLDING
MDJH.US         MDJM
MDLZ.US         MONDELEZ INT
MDNA.US         MEDICENNA THERAPEUTICS
MDRR.US         MEDALIST DIVERSIFIED REIT
MDRRP.US        Medalist Diversified REIT
MDRX.US         VERADIGM
MDVL.US         MEDAVAIL HOLDINGS
MDWD.US         MEDIWOUND
MDWT.US         MIDWEST HOLDING
MDXG.US         MIMEDX GROUP
MDXH.US         MDXHEALTH
ME.US           23ANDME HOLDING
MEDP.US         MEDPACE HOLDINGS
MEDS.US         TRXADE HEALTH
MEDX.US         HORIZON KINETICS MEDICAL ETF
MEGL.US         MAGIC EMPIRE GLOBAL
MEIP.US         MEI PHARMA
MELI.US         MERCADOLIBRE
MEOA.US         MINORITY EQUALITY OPPORTUNITIES ACQUISITION
MEOH.US         METHANEX
MERC.US         MERCER INT
MESA.US         MESA AIR GROUP
MESO.US         MESOBLAST
META.US         META PLATFORMS
METBV.US        RAMACO RESOURCES
METC.US         RAMACO RESOURCES
METCB.US        RAMACO RESOURCES
METCL.US        Ramaco Resources
METCV.US        RAMACO RESOURCES
METX.US         METEN HOLDING GROUP
METXW.US        METEN HOLDING GROUP
MF.US           MISSFRESH
MFH.US          MERCURITY FINTECH HOLDING
MFIC.US         MIDCAP FINANCIAL INVESTMENT
MFIN.US         MEDALLION FINANCIAL
MFLX.US         FIRST TRUST FLEXIBLE MUNICIPAL HIGH INCOME ETF
MGAM.US         MOBILE GLOBAL ESPORTS
MGEE.US         MGE ENERGY
MGI.US          MONEYGRAM INT
MGIC.US         MAGIC SOFTWARE ENTERPRISES
MGIH.US         MILLENNIUM GROUP INT HOLDINGS
MGNI.US         MAGNITE
MGNX.US         MACROGENICS
MGOL.US         MGO GLOBAL
MGPI.US         MGP INGREDIENTS
MGRC.US         MCGRATH RENTCORP
MGRM.US         Monogram Orthopaedics
MGRX.US         MANGOCEUTICALS
MGTA.US         MAGENTA THERAPEUTICS
MGTX.US         MEIRAGTX HOLDINGS
MGYR.US         MAGYAR BANCORP
MHLD.US         MAIDEN HOLDINGS
MHUA.US         MEIHUA INT MEDICAL TECHNOLOGIES
MICS.US         SINGING MACHINE
MIDD.US         MIDDLEBY
MIGI.US         MAWSON INFRASTRUCTURE GROUP
MIND.US         MIND TECHNOLOGY
MINDP.US        MIND Technology
MINM.US         MINIM
MIRA.US         MIRA PHARMACEUTICALS
MIRM.US         MIRUM PHARMACEUTICALS
MIRO.US         MIROMATRIX MEDICAL
MIST.US         MILESTONE PHARMACEUTICALS
MITA.US         COLISEUM ACQUISITION
MITAU.US        COLISEUM ACQUISITION
MITAW.US        COLISEUM ACQUISITION
MITK.US         MITEK SYSTEMS
MKAM.US         MKAM ETF
MKSI.US         MKS INSTRUMENTS
MKTW.US         MARKETWISE
MKTX.US         MARKETAXESS HOLDINGS
MKUL.US         MOLEKULE GROUP
MLAB.US         MESA LABORATORIES
MLACU.US        MALACCA STRAITS ACQUISITION
MLCO.US         MELCO RESORTS & ENTERTAINMENT
MLEC.US         MOOLEC SCIENCE
MLECW.US        MOOLEC SCIENCE
MLGO.US         MICROALGO
MLKN.US         MILLERKNOLL
MLTX.US         MOONLAKE IMMUNOTHERAPEUTICS
MLVF.US         MALVERN BANCORP
MLYS.US         MINERALYS THERAPEUTICS
MMAT.US         META MATERIALS
MMLP.US         MARTIN MIDSTREAM PARTNERS
MMMB.US         MAMAMANCINI'S HOLDINGS
MMSI.US         MERIT MEDICAL SYSTEMS
MMV.US          MULTIMETAVERSE HOLDINGS
MMVWW.US        MULTIMETAVERSE HOLDINGS
MMYT.US         MAKEMYTRIP
MNDO.US         MIND CTI
MNDY.US         MONDAY.COM
MNKD.US         MANNKIND
MNMD.US         MIND MEDICINE MINDMED
MNOV.US         MEDICINOVA
MNPR.US         MONOPAR THERAPEUTICS
MNRO.US         MONRO
MNSB.US         MAINSTREET BANCSHARES
MNSBP.US        MainStreet Bancshares
MNST.US         MONSTER BEVERAGE
MNTK.US         MONTAUK RENEWABLES
MNTS.US         MOMENTUS
MNTSW.US        MOMENTUS
MNTV.US         MOMENTIVE GLOBAL
MNTX.US         MANITEX INT
MOB.US          MOBILICOM LTD/AUSTRALIA
MOBBW.US        MOBILICOM LTD/AUSTRALIA
MOBQ.US         MOBIQUITY TECHNOLOGIES
MOBQW.US        MOBIQUITY TECHNOLOGIES
MOBV.US         MOBIV ACQUISITION
MOBVU.US        MOBIV ACQUISITION
MODD.US         MODULAR MEDICAL
MODL.US         VICTORYSHARES WESTEND US SECTOR ETF
MODV.US         MODIVCARE
MOFG.US         MIDWESTONE FINANCIAL GROUP
MOGO.US         MOGO
MOLN.US         MOLECULAR PARTNERS
MOMO.US         HELLO GROUP
MOND.US         MONDEE HOLDINGS
MOR.US          MORPHOSYS
MORF.US         MORPHIC HOLDING
MORN.US         MORNINGSTAR
MOTS.US         MOTUS GI HOLDINGS
MOVE.US         MOVANO
MOXC.US         MOXIAN BVI
MPAA.US         MOTORCAR PARTS OF AMERICA
MPB.US          MID PENN BANCORP
MPRA.US         MERCATO PARTNERS ACQUISITION
MPRAU.US        MERCATO PARTNERS ACQUISITION
MPRAW.US        MERCATO PARTNERS ACQUISITION
MPWR.US         MONOLITHIC POWER SYSTEMS
MQ.US           MARQETA
MRAI.US         MARPAI
MRAM.US         EVERSPIN TECHNOLOGIES
MRBK.US         MERIDIAN
MRCC.US         MONROE CAPITAL
MRCY.US         MERCURY SYSTEMS
MREO.US         MEREO BIOPHARMA GROUP
MRIN.US         MARIN SOFTWARE
MRKR.US         MARKER THERAPEUTICS
MRM.US          MEDIROM HEALTHCARE TECHNOLOGIES
MRNA.US         MODERNA
MRND.US         IQ US MID CAP R&D LEADERS ETF
MRNS.US         MARINUS PHARMACEUTICALS
MRSN.US         MERSANA THERAPEUTICS
MRTN.US         MARTEN TRANSPORT
MRTX.US         MIRATI THERAPEUTICS
MRUS.US         MERUS
MRVI.US         MARAVAI LIFESCIENCES HOLDINGS
MRVL.US         MARVELL TECHNOLOGY
MSBI.US         MIDLAND STATES BANCORP
MSBIP.US        Midland States Bancorp
MSEX.US         MIDDLESEX WATER
MSFD.US         DIREXION DAILY MSFT BEAR 1X SHARES
MSFT.US         MICROSOFT
MSFU.US         DIREXION DAILY MSFT BULL 1.5X SHARES
MSGM.US         MOTORSPORT GAMES
MSSA.US         METAL SKY STAR ACQUISITION
MSSAR.US        METAL SKY STAR ACQUISITION
MSSAU.US        METAL SKY STAR ACQUISITION
MSTR.US         MICROSTRATEGY
MSVB.US         MID-SOUTHERN BANCORP
MTAC.US         MEDTECH ACQUISITION CORP/NY
MTACU.US        MEDTECH ACQUISITION CORP/NY
MTACW.US        MEDTECH ACQUISITION CORP/NY
MTC.US          MMTEC
MTCH.US         MATCH GROUP
MTEK.US         MARIS TECH
MTEKW.US        MARIS TECH
MTEM.US         MOLECULAR TEMPLATES
MTEX.US         MANNATECH
MTLS.US         MATERIALISE
MTRX.US         MATRIX SERVICE
MTRY.US         MONTEREY INNOVATION ACQUISITION
MTRYU.US        MONTEREY BIO ACQUISITION
MTRYW.US        MONTEREY BIO ACQUISITION
MTSI.US         MACOM TECHNOLOGY SOLUTIONS HOLDINGS
MTTR.US         MATTERPORT
MU.US           MICRON TECHNOLOGY
MULN.US         MULLEN AUTOMOTIVE
MURF.US         MURPHY CANYON ACQUISITION
MURFU.US        MURPHY CANYON ACQUISITION
MVBF.US         MVB FINANCIAL
MVIS.US         MICROVISION
MVLA.US         MOVELLA HOLDINGS
MVLAW.US        MOVELLA HOLDINGS
MVST.US         MICROVAST HOLDINGS
MVSTW.US        MICROVAST HOLDINGS
MXCT.US         MAXCYTE
MXL.US          MAXLINEAR
MYFW.US         FIRST WESTERN FINANCIAL
MYGN.US         MYRIAD GENETICS
MYMD.US         MYMD PHARMACEUTICALS
MYNA.US         MYNARIC AGNAMENS AKTIEN O N
MYNZ.US         MAINZ BIOMED
MYPS.US         PLAYSTUDIOS
MYPSW.US        PLAYSTUDIOS
MYRG.US         MYR GROUP
MYSZ.US         MY SIZE
NA.US           NANO LABS
NAAS.US         NAAS TECHNOLOGY
NAII.US         NATURAL ALTERNATIVES INT
NAMS.US         NEWAMSTERDAM PHARMA
NAMSW.US        NEWAMSTERDAM PHARMA
NAOV.US         NANOVIBRONIX
NARI.US         INARI MEDICAL
NATH.US         NATHAN'S FAMOUS
NATI.US         NATIONAL INSTRUMENTS
NATR.US         NATURE'S SUNSHINE PRODUCTS
NAUT.US         NAUTILUS BIOTECHNOLOGY
NAVI.US         NAVIENT
NB.US           NIOCORP DEVELOPMENTS
NBIX.US         NEUROCRINE BIOSCIENCES
NBN.US          NORTHEAST BANK
NBRVF.US        NABRIVA THERAPEUTICS
NBSE.US         NEUBASE THERAPEUTICS
NBST.US         NEWBURY STREET ACQUISITION
NBSTU.US        NEWBURY STREET ACQUISITION
NBSTW.US        NEWBURY STREET ACQUISITION
NBTB.US         NBT BANCORP
NBTX.US         NANOBIOTIX
NCAC.US         NEWCOURT ACQUISITION
NCACW.US        NEWCOURT ACQUISITION
NCMI.US         NATIONAL CINEMEDIA
NCNA.US         NUCANA
NCNO.US         NCINO
NCPL.US         NETCAPITAL
NCPLW.US        NETCAPITAL
NCRA.US         NOCERA
NCSM.US         NCS MULTISTAGE HOLDINGS
NCTY.US         THE9
NDAQ.US         NASDAQ
NDLS.US         NOODLES
NDRA.US         ENDRA LIFE SCIENCES
NDSN.US         NORDSON
NECB.US         NORTHEAST COMMUNITY BANCORP
NEGG.US         NEWEGG COMMERCE
NEO.US          NEOGENOMICS
NEOG.US         NEOGEN
NEON.US         NEONODE
NEOV.US         NEOVOLTA
NEOVW.US        NEOVOLTA
NEPH.US         NEPHROS
NEPT.US         NEPTUNE WELLNESS SOLUTIONS
NERV.US         MINERVA NEUROSCIENCES
NETDU.US        NABORS ENERGY TRANSITION II
NEWT.US         NEWTEKONE
NEWTL.US        NewtekOne
NEWTZ.US        NewtekOne
NEXI.US         NEXIMMUNE
NEXT.US         NEXTDECADE
NFBK.US         NORTHFIELD BANCORP
NFE.US          NEW FORTRESS ENERGY
NFLX.US         NETFLIX
NFTG.US         NFT GAMING
NGM.US          NGM BIOPHARMACEUTICALS
NGMS.US         NEOGAMES
NHTC.US         NATURAL HEALTH TRENDS
NICE.US         NICE
NICK.US         NICHOLAS FINANCIAL
NIKL.US         SPROTT NICKEL MINERS ETF
NIOBW.US        NIOCORP DEVELOPMENTS
NIR.US          NEAR INTELLIGENCE
NIRWW.US        KLUDEIN I ACQUISITION
NISN.US         NISUN INT ENTERPRISE DEVELOPMENT GROUP
NIU.US          NIU TECHNOLOGIES
NKEL.US         AXS 2X NKE BULL DAILY ETF
NKEQ.US         AXS 2X NKE BEAR DAILY ETF
NKLA.US         NIKOLA
NKSH.US         NATIONAL BANKSHARES
NKTR.US         NEKTAR THERAPEUTICS
NKTX.US         NKARTA
NLSP.US         NLS PHARMACEUTICS
NLSPW.US        NLS PHARMACEUTICS
NLTX.US         NEOLEUKIN THERAPEUTICS
NMFC.US         NEW MOUNTAIN FINANCE
NMIH.US         NMI HOLDINGS
NMRD.US         NEMAURA MEDICAL
NMRK.US         NEWMARK GROUP
NMTC.US         NEUROONE MEDICAL TECHNOLOGIES
NMTRQ.US        9 METERS BIOPHARMA
NN.US           NEXTNAV
NNAVW.US        NEXTNAV
NNBR.US         NN
NNDM.US         NANO DIMENSION
NNOX.US         NANO-X IMAGING
NODK.US         NI HOLDINGS
NOGN.US         NOGIN
NOGNW.US        NOGIN
NOTV.US         INOTIV
NOVNQ.US        NOVAN
NOVT.US         NOVANTA
NOVV.US         NOVA VISION ACQUISITION
NOVVR.US        NOVA VISION ACQUISITION
NOVVU.US        NOVA VISION ACQUISITION
NOVVW.US        NOVA VISION ACQUISITION
NPAB.US         NEW PROVIDENCE ACQUISITION II
NPABW.US        NEW PROVIDENCE ACQUISITION II
NPCE.US         NEUROPACE
NRAC.US         NORTHERN REVIVAL ACQUISITION
NRACU.US        NORTHERN REVIVAL ACQUISITION
NRACW.US        NOBLE ROCK ACQUISITION
NRBO.US         NEUROBO PHARMACEUTICALS
NRC.US          NATIONAL RESEARCH
NRDS.US         NERDWALLET
NRIM.US         NORTHRIM BANCORP
NRIX.US         NURIX THERAPEUTICS
NRSN.US         NEUROSENSE THERAPEUTICS
NRSNW.US        NEUROSENSE THERAPEUTICS
NRXP.US         NRX PHARMACEUTICALS
NRXPW.US        NRX PHARMACEUTICALS
NSIT.US         INSIGHT ENTERPRISES
NSPR.US         INSPIREMD
NSSC.US         NAPCO SECURITY TECHNOLOGIES
NSTG.US         NANOSTRING TECHNOLOGIES
NSTS.US         NSTS BANCORP
NSYS.US         NORTECH SYSTEMS
NTAP.US         NETAPP
NTCT.US         NETSCOUT SYSTEMS
NTES.US         NETEASE
NTGR.US         NETGEAR
NTIC.US         NORTHERN TECHNOLOGIES INT
NTLA.US         INTELLIA THERAPEUTICS
NTNX.US         NUTANIX
NTRA.US         NATERA
NTRB.US         NUTRIBAND
NTRBW.US        NUTRIBAND
NTRS.US         NORTHERN TRUST
NTRSO.US        Northern Trust Corp
NTWK.US         NETSOL TECHNOLOGIES
NTZG.US         NUVEEN GLOBAL NET ZERO TRANSITION ETF
NUBI.US         NUBIA BRAND INT
NUBIU.US        NUBIA BRAND INT
NUBIW.US        NUBIA BRAND INT
NURO.US         NEUROMETRIX
NUTX.US         NUTEX HEALTH
NUVA.US         NUVASIVE
NUVL.US         NUVALENT
NUWE.US         NUWELLIS
NUZE.US         NUZEE
NVAC.US         NORTHVIEW ACQUISITION
NVACR.US        NORTHVIEW ACQUISITION
NVACW.US        NORTHVIEW ACQUISITION
NVAX.US         NOVAVAX
NVCR.US         NOVOCURE
NVCT.US         NUVECTIS PHARMA
NVDA.US         NVIDIA
NVDL.US         GRANITESHARES 1.5X LONG NVDA DAILY ETF
NVDS.US         AXS 1.25X NVDA BEAR DAILY ETF
NVEC.US         NVE
NVEE.US         NV5 GLOBAL
NVEI.US         NUVEI
NVFY.US         NOVA LIFESTYLE
NVIV.US         INVIVO THERAPEUTICS HOLDINGS
NVMI.US         NOVA
NVNO.US         ENVVENO MEDICAL
NVOS.US         NOVO INTEGRATED SCIENCES
NVTS.US         NAVITAS SEMICONDUCTOR
NVVE.US         NUVVE HOLDING
NVVEW.US        NUVVE HOLDING
NVX.US          NOVONIX
NWBI.US         NORTHWEST BANCSHARES
NWE.US          NORTHWESTERN
NWFL.US         NORWOOD FINANCIAL
NWL.US          NEWELL BRANDS
NWLI.US         NATIONAL WESTERN LIFE GROUP
NWPX.US         NORTHWEST PIPE
NWS.US          NEWS
NWSA.US         NEWS
NWTN.US         NWTN
NWTNW.US        NWTN
NXGL.US         NEXGEL
NXGLW.US        NEXGEL
NXGN.US         NEXTGEN HEALTHCARE
NXL.US          NEXALIN TECHNOLOGY
NXLIW.US        NEXALIN TECHNOLOGY
NXPI.US         NXP SEMICONDUCTORS
NXPL.US         NEXTPLAT
NXPLW.US        NEXTPLAT
NXST.US         NEXSTAR MEDIA GROUP
NXT.US          NEXTRACKER
NXTC.US         NEXTCURE
NXTP.US         NEXTPLAY TECHNOLOGIES
NXU.US          NXU
NYAX.US         NAYAX
NYMT.US         NEW YORK MORTGAGE TRUST
NYMTL.US        New York Mortgage Trust
NYMTM.US        New York Mortgage Trust
NYMTN.US        New York Mortgage Trust
NYMTZ.US        New York Mortgage Trust
NYMXF.US        NYMOX PHARMACEUTICAL
NYXH.US         NYXOAH
NZAC.US         SPDR MSCI ACWI CLIMATE PARIS ALIGNED ETF
NZRO.US         STRATEGY SHARES HALT CLIMATE CHANGE ETF
NZUS.US         SPDR MSCI USA CLIMATE PARIS ALIGNED ETF
OABI.US         OMNIAB
OABIW.US        OMNIAB
OAKU.US         OAK WOODS ACQUISITION
OAKUR.US        OAK WOODS ACQUISITION
OAKUU.US        OAK WOODS ACQUISITION
OAKUW.US        OAK WOODS ACQUISITION
OB.US           OUTBRAIN
OBIL.US         US TREASURY 12 MONTH BILL ETF
OBIO.US         ORCHESTRA BIOMED HOLDINGS
OBLG.US         OBLONG
OBNK.US         ORIGIN BANCORP
OBT.US          ORANGE COUNTY BANCORP
OCAX.US         OCA ACQUISITION
OCAXU.US        OCA ACQUISITION
OCC.US          OPTICAL CABLE
OCCI.US         OFS CREDIT
OCCIN.US        OFS Credit Company
OCCIO.US        OFS Credit Company
OCEA.US         OCEAN BIOMEDICAL
OCEAW.US        OCEAN BIOMEDICAL
OCFC.US         OCEANFIRST FINANCIAL
OCFCP.US        OceanFirst Financial Corp
OCG.US          ORIENTAL CULTURE HOLDING
OCGN.US         OCUGEN
OCS.US          OCULIS HOLDING
OCSAW.US        OCULIS HOLDING
OCSL.US         OAKTREE SPECIALTY LENDING
OCTO.US         EIGHTCO HOLDINGS
OCUL.US         OCULAR THERAPEUTIX
OCUP.US         OCUPHIRE PHARMA
OCX.US          ONCOCYTE
ODD.US          ODDITY TECH
ODDS.US         PACER BLUESTAR DIGITAL ENTERTAINMENT ETF
ODFL.US         OLD DOMINION FREIGHT LINE
ODP.US          ODP
ODVWW.US        OSISKO DEVELOPMENT
OESX.US         ORION ENERGY SYSTEMS
OFED.US         OCONEE FEDERAL FINANCIAL
OFIX.US         ORTHOFIX MEDICAL
OFLX.US         OMEGA FLEX
OFS.US          OFS CAPITAL
OFSSH.US        OFS Capital Corp
OGI.US          ORGANIGRAM HOLDINGS
OHAA.US         OPY ACQUISITION I
OHAAW.US        OPY ACQUISITION I
OIG.US          ORBITAL INFRASTRUCTURE GROUP
OKTA.US         OKTA
OKYO.US         OKYO PHARMA
OLB.US          OLB GROUP
OLED.US         UNIVERSAL DISPLAY
OLIT.US         OMNILIT ACQUISITION
OLITU.US        OMNILIT ACQUISITION
OLK.US          OLINK HOLDING AB
OLLI.US         OLLIE'S BARGAIN OUTLET HOLDINGS
OLMA.US         OLEMA PHARMACEUTICALS
OLPX.US         OLAPLEX HOLDINGS
OM.US           OUTSET MEDICAL
OMAB.US         GRUPO AEROPORTUARIO DEL CENTRO NORTE SAB DE CV
OMCL.US         OMNICELL
OMER.US         OMEROS
OMEX.US         ODYSSEY MARINE EXPLORATION
OMGA.US         OMEGA THERAPEUTICS
OMH.US          OHMYHOME
OMIC.US         SINGULAR GENOMICS SYSTEMS
OMQS.US         OMNIQ
ON.US           ON SEMICONDUCTOR
ONB.US          OLD NATIONAL BANCORP/IN
ONBPO.US        Old National Bancorp
ONBPP.US        Old National Bancorp
ONCR.US         ONCORUS
ONCSQ.US        ONCOSEC MEDICAL
ONCT.US         ONCTERNAL THERAPEUTICS
ONCY.US         ONCOLYTICS BIOTECH
ONDS.US         ONDAS HOLDINGS
ONEW.US         ONEWATER MARINE
ONFO.US         ONFOLIO HOLDINGS
ONFOW.US        ONFOLIO HOLDINGS
ONTX.US         ONCONOVA THERAPEUTICS
ONVO.US         ORGANOVO HOLDINGS
ONYX.US         ONYX ACQUISITION I
ONYXU.US        ONYX ACQUISITION I
ONYXW.US        ONYX ACQUISITION I
OP.US           OCEANPAL
OPAL.US         OPAL FUELS
OPBK.US         OP BANCORP
OPCH.US         OPTION CARE HEALTH
OPEN.US         OPENDOOR TECHNOLOGIES
OPGN.US         OPGEN
OPHC.US         OPTIMUMBANK HOLDINGS
OPHV.US         OPTI-HARVEST INC
OPI.US          OFFICE PROPERTIES INCOME TRUST
OPINL.US        Office Properties Income Trust
OPK.US          OPKO HEALTH
OPOF.US         OLD POINT FINANCIAL
OPRA.US         OPERA
OPRT.US         OPORTUN FINANCIAL
OPRX.US         OPTIMIZERX
OPT.US          OPTHEA
OPTN.US         OPTINOSE
OPXS.US         OPTEX SYSTEMS HOLDINGS
ORGN.US         ORIGIN MATERIALS
ORGNW.US        ORIGIN MATERIALS
ORGO.US         ORGANOGENESIS HOLDINGS
ORGS.US         ORGENESIS
ORIC.US         ORIC PHARMACEUTICALS
ORLY.US         O'REILLY AUTOMOTIVE
ORMP.US         ORAMED PHARMACEUTICALS
ORRF.US         ORRSTOWN FINANCIAL SERVICES
ORTX.US         ORCHARD THERAPEUTICS
OSA.US          PROSOMNUS
OSAAW.US        PROSOMNUS
OSBC.US         OLD SECOND BANCORP
OSIS.US         OSI SYSTEMS
OSPN.US         ONESPAN
OSS.US          ONE STOP SYSTEMS
OST.US          OSTIN TECHNOLOGY GROUP
OSTK.US         OVERSTOCK.COM
OSUR.US         ORASURE TECHNOLOGIES
OSW.US          ONESPAWORLD HOLDINGS
OTEC.US         OCEANTECH ACQUISITIONS I
OTECU.US        OCEANTECH ACQUISITIONS I
OTECW.US        OCEANTECH ACQUISITIONS I
OTEX.US         OPEN TEXT
OTLK.US         OUTLOOK THERAPEUTICS
OTLY.US         OATLY GROUP AB
OTMO.US         OTONOMO TECHNOLOGIES
OTMOW.US        OTONOMO TECHNOLOGIES
OTRK.US         ONTRAK
OTRKP.US        Ontrak
OTTR.US         OTTER TAIL
OVBC.US         OHIO VALLEY BANC
OVID.US         OVID THERAPEUTICS
OVLY.US         OAK VALLEY BANCORP
OXAC.US         OXBRIDGE ACQUISITION
OXACU.US        OXBRIDGE ACQUISITION
OXACW.US        OXBRIDGE ACQUISITION
OXBR.US         OXBRIDGE RE HOLDINGS
OXBRW.US        OXBRIDGE RE HOLDINGS
OXLC.US         OXFORD LANE CAPITAL
OXLCL.US        Oxford Lane Capital Corp
OXLCM.US        Oxford Lane Capital Corp
OXLCN.US        Oxford Lane Capital Corp
OXLCO.US        Oxford Lane Capital Corp
OXLCP.US        Oxford Lane Capital Corp
OXLCZ.US        Oxford Lane Capital Corp
OXSQ.US         OXFORD SQUARE CAPITAL
OXSQG.US        Oxford Square Capital Corp
OXSQL.US        Oxford Square Capital Corp
OXSQR.US        OXFORD SQUARE CAPITAL
OXSQZ.US        Oxford Square Capital Corp
OXUS.US         OXUS ACQUISITION
OXUSU.US        OXUS ACQUISITION
OXUSW.US        OXUS ACQUISITION
OZK.US          BANK OZK
OZKAP.US        Bank OZK
PAA.US          PLAINS ALL AMERICAN PIPELINE
PABU.US         ISHARES PARIS ALIGNED CLIMATE MSCI USA ETF
PACB.US         PACIFIC BIOSCIENCES OF CALIFORNIA
PACW.US         PACWEST BANCORP
PACWP.US        PacWest Bancorp
PAGP.US         PLAINS GP HOLDINGS
PAHC.US         PHIBRO ANIMAL HEALTH
PALI.US         PALISADE BIO
PALT.US         PALTALK
PANL.US         PANGAEA LOGISTICS SOLUTIONS
PANW.US         PALO ALTO NETWORKS
PARA.US         PARAMOUNT GLOBAL
PARAA.US        PARAMOUNT GLOBAL
PARAP.US        Paramount Global
PASG.US         PASSAGE BIO
